Java HotSpot(TM) 64-Bit Server VM (25.161-b12) for bsd-amd64 JRE (1.8.0_161-b12), built on Dec 19 2017 16:22:20 by "java_re" with gcc 4.2.1 (Based on Apple Inc. build 5658) (LLVM build 2336.11.00)
Memory: 4k page, physical 16777216k(373544k free)

/proc/meminfo:

CommandLine flags: -XX:+HeapDumpOnOutOfMemoryError -XX:HeapDumpPath=/Users/colonelhou/Documents/company/wksp/MacOS-JAVA/src/main/java/com/java/jvm/hprof -XX:InitialHeapSize=10485760 -XX:MaxHeapSize=10485760 -XX:MaxNewSize=2097152 -XX:NewSize=2097152 -XX:+PrintGC -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:SurvivorRatio=8 -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:+UseParallelGC 
0.139: [GC (Allocation Failure) [PSYoungGen: 1024K->506K(1536K)] 1024K->530K(9728K), 0.0012948 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.481: [GC (Allocation Failure) [PSYoungGen: 1088K->239K(1536K)] 3427K->2579K(9728K), 0.0008833 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.482: [GC (Allocation Failure) [PSYoungGen: 1091K->240K(1536K)] 3430K->2579K(9728K), 0.0013346 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
0.483: [GC (Allocation Failure) [PSYoungGen: 1094K->240K(1536K)] 3434K->2580K(9728K), 0.0013481 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.485: [GC (Allocation Failure) [PSYoungGen: 1097K->241K(1536K)] 3437K->2581K(9728K), 0.0008496 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.486: [GC (Allocation Failure) [PSYoungGen: 1100K->242K(1536K)] 3440K->2581K(9728K), 0.0013340 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.487: [GC (Allocation Failure) [PSYoungGen: 1104K->242K(1536K)] 3443K->2582K(9728K), 0.0015060 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.489: [GC (Allocation Failure) [PSYoungGen: 1107K->243K(1536K)] 3446K->2583K(9728K), 0.0017838 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
0.491: [GC (Allocation Failure) [PSYoungGen: 1110K->350K(1536K)] 3450K->2689K(9728K), 0.0003266 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.492: [GC (Allocation Failure) [PSYoungGen: 1219K->244K(1536K)] 3559K->2584K(9728K), 0.0013141 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
0.493: [GC (Allocation Failure) [PSYoungGen: 1117K->245K(1536K)] 3456K->2584K(9728K), 0.0013385 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.495: [GC (Allocation Failure) [PSYoungGen: 1120K->246K(1536K)] 3459K->2585K(9728K), 0.0003139 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.495: [GC (Allocation Failure) [PSYoungGen: 1123K->246K(1536K)] 3463K->2586K(9728K), 0.0010097 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.497: [GC (Allocation Failure) [PSYoungGen: 1126K->247K(1536K)] 3466K->2586K(9728K), 0.0014514 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
0.498: [GC (Allocation Failure) [PSYoungGen: 1129K->247K(1536K)] 3469K->2587K(9728K), 0.0014830 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.500: [GC (Allocation Failure) [PSYoungGen: 1133K->248K(1536K)] 3472K->2588K(9728K), 0.0011273 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.502: [GC (Allocation Failure) [PSYoungGen: 1136K->249K(1536K)] 3475K->2588K(9728K), 0.0014217 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
0.505: [GC (Allocation Failure) [PSYoungGen: 1139K->249K(1536K)] 3479K->2589K(9728K), 0.0011258 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.506: [GC (Allocation Failure) [PSYoungGen: 1142K->250K(1536K)] 3482K->2590K(9728K), 0.0017303 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
0.508: [GC (Allocation Failure) [PSYoungGen: 1145K->251K(1536K)] 3485K->2590K(9728K), 0.0013474 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.510: [GC (Allocation Failure) [PSYoungGen: 1149K->251K(1536K)] 3488K->2591K(9728K), 0.0009678 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.511: [GC (Allocation Failure) [PSYoungGen: 1152K->252K(1536K)] 3491K->2592K(9728K), 0.0013788 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.512: [GC (Allocation Failure) [PSYoungGen: 1155K->253K(1536K)] 3495K->2592K(9728K), 0.0013440 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
0.514: [GC (Allocation Failure) [PSYoungGen: 1158K->253K(1536K)] 3498K->2593K(9728K), 0.0009055 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.515: [GC (Allocation Failure) [PSYoungGen: 1161K->254K(1536K)] 3501K->2593K(9728K), 0.0008386 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.516: [GC (Allocation Failure) [PSYoungGen: 1165K->255K(1536K)] 3504K->2594K(9728K), 0.0013413 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.518: [GC (Allocation Failure) [PSYoungGen: 1168K->255K(1536K)] 3507K->2595K(9728K), 0.0013396 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.519: [GC (Allocation Failure) [PSYoungGen: 1171K->256K(1536K)] 3511K->2595K(9728K), 0.0012372 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.521: [GC (Allocation Failure) [PSYoungGen: 1174K->256K(1536K)] 3514K->2596K(9728K), 0.0013467 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
0.522: [GC (Allocation Failure) [PSYoungGen: 1177K->257K(1536K)] 3517K->2597K(9728K), 0.0014388 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
0.524: [GC (Allocation Failure) [PSYoungGen: 1181K->258K(1536K)] 3520K->2597K(9728K), 0.0014288 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.526: [GC (Allocation Failure) [PSYoungGen: 1184K->258K(1536K)] 3523K->2598K(9728K), 0.0008668 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.527: [GC (Allocation Failure) [PSYoungGen: 1187K->259K(1536K)] 3527K->2599K(9728K), 0.0008376 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.528: [GC (Allocation Failure) [PSYoungGen: 1190K->260K(1536K)] 3530K->2599K(9728K), 0.0013584 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.529: [GC (Allocation Failure) [PSYoungGen: 1193K->260K(1536K)] 3533K->2600K(9728K), 0.0014389 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
0.531: [GC (Allocation Failure) [PSYoungGen: 1197K->261K(1536K)] 3536K->2601K(9728K), 0.0013678 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.532: [GC (Allocation Failure) [PSYoungGen: 1200K->262K(1536K)] 3539K->2601K(9728K), 0.0013316 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
0.534: [GC (Allocation Failure) [PSYoungGen: 1203K->262K(1536K)] 3543K->2602K(9728K), 0.0013290 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.535: [GC (Allocation Failure) [PSYoungGen: 1206K->263K(1536K)] 3546K->2602K(9728K), 0.0010163 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.537: [GC (Allocation Failure) [PSYoungGen: 1209K->263K(1536K)] 3549K->2603K(9728K), 0.0013508 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
0.538: [GC (Allocation Failure) [PSYoungGen: 1213K->264K(1536K)] 3552K->2604K(9728K), 0.0013430 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.540: [GC (Allocation Failure) [PSYoungGen: 1216K->265K(1536K)] 3555K->2604K(9728K), 0.0013372 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.541: [GC (Allocation Failure) [PSYoungGen: 1219K->265K(1536K)] 3559K->2605K(9728K), 0.0013606 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.543: [GC (Allocation Failure) [PSYoungGen: 1222K->266K(1536K)] 3562K->2606K(9728K), 0.0008313 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
0.544: [GC (Allocation Failure) [PSYoungGen: 1225K->267K(1536K)] 3565K->2606K(9728K), 0.0008089 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
0.545: [GC (Allocation Failure) [PSYoungGen: 1229K->267K(1536K)] 3568K->2607K(9728K), 0.0013468 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.546: [GC (Allocation Failure) [PSYoungGen: 1232K->268K(1536K)] 3571K->2608K(9728K), 0.0013456 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.548: [GC (Allocation Failure) [PSYoungGen: 1235K->269K(1536K)] 3575K->2608K(9728K), 0.0013476 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.549: [GC (Allocation Failure) [PSYoungGen: 1238K->269K(1536K)] 3578K->2609K(9728K), 0.0013329 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.551: [GC (Allocation Failure) [PSYoungGen: 1241K->270K(1536K)] 3581K->2609K(9728K), 0.0014801 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
0.552: [GC (Allocation Failure) [PSYoungGen: 1245K->271K(1536K)] 3584K->2610K(9728K), 0.0013189 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
0.554: [GC (Allocation Failure) [PSYoungGen: 1248K->271K(1536K)] 3587K->2611K(9728K), 0.0009704 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.555: [GC (Allocation Failure) [PSYoungGen: 1251K->272K(1536K)] 3591K->2611K(9728K), 0.0013425 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.557: [GC (Allocation Failure) [PSYoungGen: 1254K->272K(1536K)] 3594K->2612K(9728K), 0.0012545 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.558: [GC (Allocation Failure) [PSYoungGen: 1257K->273K(1536K)] 3597K->2613K(9728K), 0.0013494 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.560: [GC (Allocation Failure) [PSYoungGen: 1261K->274K(1536K)] 3600K->2613K(9728K), 0.0004420 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.560: [GC (Allocation Failure) [PSYoungGen: 1264K->274K(1536K)] 3604K->2614K(9728K), 0.0013348 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.562: [GC (Allocation Failure) [PSYoungGen: 1267K->275K(1536K)] 3607K->2615K(9728K), 0.0013761 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
0.564: [GC (Allocation Failure) [PSYoungGen: 1270K->398K(1536K)] 3610K->2737K(9728K), 0.0004668 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.564: [GC (Allocation Failure) [PSYoungGen: 1396K->276K(1536K)] 3735K->2616K(9728K), 0.0013490 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.566: [GC (Allocation Failure) [PSYoungGen: 1277K->277K(1536K)] 3616K->2617K(9728K), 0.0008712 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.567: [GC (Allocation Failure) [PSYoungGen: 1280K->278K(1536K)] 3620K->2617K(9728K), 0.0009769 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
0.568: [GC (Allocation Failure) [PSYoungGen: 1283K->278K(1536K)] 3623K->2618K(9728K), 0.0010338 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.569: [GC (Allocation Failure) [PSYoungGen: 1286K->279K(1536K)] 3626K->2618K(9728K), 0.0009295 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.570: [GC (Allocation Failure) [PSYoungGen: 1290K->279K(1536K)] 3629K->2619K(9728K), 0.0013932 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.572: [GC (Allocation Failure) [PSYoungGen: 1293K->280K(1536K)] 3632K->2620K(9728K), 0.0011508 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
0.573: [GC (Allocation Failure) [PSYoungGen: 1296K->281K(1536K)] 3636K->2620K(9728K), 0.0009500 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.574: [GC (Allocation Failure) [PSYoungGen: 1299K->281K(1536K)] 3639K->2621K(9728K), 0.0014043 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
0.576: [GC (Allocation Failure) [PSYoungGen: 1302K->282K(1536K)] 3642K->2622K(9728K), 0.0010178 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.577: [GC (Allocation Failure) [PSYoungGen: 1306K->283K(1536K)] 3645K->2622K(9728K), 0.0046228 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.582: [GC (Allocation Failure) [PSYoungGen: 1183K->157K(1536K)] 3522K->2497K(9728K), 0.0010259 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
0.583: [GC (Allocation Failure) [PSYoungGen: 1059K->410K(1536K)] 3399K->2749K(9728K), 0.0008779 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.585: [GC (Allocation Failure) [PSYoungGen: 1187K->284K(1536K)] 3527K->2624K(9728K), 0.0007872 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.585: [GC (Allocation Failure) [PSYoungGen: 1190K->158K(1536K)] 3530K->2498K(9728K), 0.0011423 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
0.587: [GC (Allocation Failure) [PSYoungGen: 1066K->412K(1536K)] 3405K->2752K(9728K), 0.0009885 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.588: [GC (Allocation Failure) [PSYoungGen: 1195K->286K(1536K)] 3534K->2625K(9728K), 0.0014132 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.590: [GC (Allocation Failure) [PSYoungGen: 1197K->159K(1536K)] 3537K->2499K(9728K), 0.0011435 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.591: [GC (Allocation Failure) [PSYoungGen: 1072K->415K(1536K)] 3412K->2754K(9728K), 0.0008549 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.592: [GC (Allocation Failure) [PSYoungGen: 1202K->287K(1536K)] 3541K->2627K(9728K), 0.0013257 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
0.593: [GC (Allocation Failure) [PSYoungGen: 1204K->160K(1536K)] 3544K->2499K(9728K), 0.0009677 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.595: [GC (Allocation Failure) [PSYoungGen: 1079K->417K(1536K)] 3418K->2757K(9728K), 0.0028295 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.598: [GC (Allocation Failure) [PSYoungGen: 1209K->289K(1536K)] 3549K->2629K(9728K), 0.0008555 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.599: [GC (Allocation Failure) [PSYoungGen: 1212K->161K(1536K)] 3551K->2500K(9728K), 0.0017585 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.601: [GC (Allocation Failure) [PSYoungGen: 1085K->419K(1536K)] 3425K->2759K(9728K), 0.0009679 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
0.602: [GC (Allocation Failure) [PSYoungGen: 1216K->291K(1536K)] 3556K->2630K(9728K), 0.0007970 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.603: [GC (Allocation Failure) [PSYoungGen: 1219K->161K(1536K)] 3558K->2501K(9728K), 0.0013431 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.605: [GC (Allocation Failure) [PSYoungGen: 1091K->422K(1536K)] 3431K->2761K(9728K), 0.0007838 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.606: [GC (Allocation Failure) [PSYoungGen: 1223K->292K(1536K)] 3563K->2632K(9728K), 0.0007967 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.607: [GC (Allocation Failure) [PSYoungGen: 1226K->162K(1536K)] 3566K->2502K(9728K), 0.0009869 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
0.608: [GC (Allocation Failure) [PSYoungGen: 1098K->424K(1536K)] 3437K->2764K(9728K), 0.0008822 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.609: [GC (Allocation Failure) [PSYoungGen: 1231K->294K(1536K)] 3570K->2633K(9728K), 0.0008937 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.610: [GC (Allocation Failure) [PSYoungGen: 1233K->163K(1536K)] 3573K->2503K(9728K), 0.0007831 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.611: [GC (Allocation Failure) [PSYoungGen: 1104K->427K(1536K)] 3444K->2766K(9728K), 0.0007820 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.612: [GC (Allocation Failure) [PSYoungGen: 1238K->428K(1536K)] 3578K->2767K(9728K), 0.0007767 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.613: [GC (Allocation Failure) [PSYoungGen: 1372K->164K(1536K)] 3712K->2503K(9728K), 0.0007841 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
0.614: [GC (Allocation Failure) [PSYoungGen: 1111K->429K(1536K)] 3450K->2769K(9728K), 0.0008505 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.615: [GC (Allocation Failure) [PSYoungGen: 1245K->430K(1536K)] 3585K->2769K(9728K), 0.0007941 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.615: [GC (Allocation Failure) [PSYoungGen: 1380K->165K(1536K)] 3720K->2504K(9728K), 0.0007828 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.616: [GC (Allocation Failure) [PSYoungGen: 1117K->431K(1536K)] 3457K->2771K(9728K), 0.0013251 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
0.618: [GC (Allocation Failure) [PSYoungGen: 1252K->432K(1536K)] 3592K->2772K(9728K), 0.0007818 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.619: [GC (Allocation Failure) [PSYoungGen: 1388K->165K(1536K)] 3728K->2505K(9728K), 0.0007696 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.620: [GC (Allocation Failure) [PSYoungGen: 1124K->434K(1536K)] 3463K->2773K(9728K), 0.0008213 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.621: [GC (Allocation Failure) [PSYoungGen: 1260K->435K(1536K)] 3599K->2774K(9728K), 0.0007896 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.622: [GC (Allocation Failure) [PSYoungGen: 1396K->166K(1536K)] 3736K->2506K(9728K), 0.0009262 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
0.623: [GC (Allocation Failure) [PSYoungGen: 1130K->436K(1536K)] 3470K->2776K(9728K), 0.0008325 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.624: [GC (Allocation Failure) [PSYoungGen: 1267K->302K(1536K)] 3606K->2642K(9728K), 0.0008176 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.625: [GC (Allocation Failure) [PSYoungGen: 1269K->167K(1536K)] 3609K->2507K(9728K), 0.0007784 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.626: [GC (Allocation Failure) [PSYoungGen: 1136K->439K(1536K)] 3476K->2778K(9728K), 0.0003624 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.626: [GC (Allocation Failure) [PSYoungGen: 1274K->440K(1536K)] 3614K->2779K(9728K), 0.0007882 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.627: [GC (Allocation Failure) [PSYoungGen: 1412K->168K(1536K)] 3752K->2507K(9728K), 0.0019421 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
0.630: [GC (Allocation Failure) [PSYoungGen: 1143K->441K(1536K)] 3482K->2781K(9728K), 0.0008910 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.631: [GC (Allocation Failure) [PSYoungGen: 1281K->305K(1536K)] 3621K->2645K(9728K), 0.0008484 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.632: [GC (Allocation Failure) [PSYoungGen: 1284K->169K(1536K)] 3623K->2508K(9728K), 0.0007759 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.633: [GC (Allocation Failure) [PSYoungGen: 1149K->443K(1536K)] 3489K->2783K(9728K), 0.0007767 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
0.634: [GC (Allocation Failure) [PSYoungGen: 1288K->307K(1536K)] 3628K->2646K(9728K), 0.0008300 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
0.635: [GC (Allocation Failure) [PSYoungGen: 1291K->169K(1536K)] 3630K->2509K(9728K), 0.0007813 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.636: [GC (Allocation Failure) [PSYoungGen: 1156K->446K(1536K)] 3495K->2785K(9728K), 0.0013118 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.637: [GC (Allocation Failure) [PSYoungGen: 1296K->308K(1536K)] 3635K->2648K(9728K), 0.0007848 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.638: [GC (Allocation Failure) [PSYoungGen: 1298K->170K(1536K)] 3638K->2510K(9728K), 0.0008120 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.639: [GC (Allocation Failure) [PSYoungGen: 1162K->448K(1536K)] 3502K->2788K(9728K), 0.0008167 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
0.640: [GC (Allocation Failure) [PSYoungGen: 1303K->310K(1536K)] 3642K->2650K(9728K), 0.0009535 secs] [Times: user=0.00 sys=0.01, real=0.00 secs] 
0.641: [GC (Allocation Failure) [PSYoungGen: 1305K->171K(1536K)] 3645K->2511K(9728K), 0.0013248 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.643: [GC (Allocation Failure) [PSYoungGen: 1168K->451K(1536K)] 3508K->2790K(9728K), 0.0013655 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
0.644: [GC (Allocation Failure) [PSYoungGen: 1310K->312K(1536K)] 3650K->2651K(9728K), 0.0009541 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.645: [GC (Allocation Failure) [PSYoungGen: 1313K->172K(1536K)] 3652K->2511K(9728K), 0.0013431 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
0.647: [GC (Allocation Failure) [PSYoungGen: 1175K->453K(1536K)] 3514K->2793K(9728K), 0.0009037 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.648: [GC (Allocation Failure) [PSYoungGen: 1317K->313K(1536K)] 3657K->2653K(9728K), 0.0014502 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.650: [GC (Allocation Failure) [PSYoungGen: 1320K->173K(1536K)] 3659K->2512K(9728K), 0.0013786 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.651: [GC (Allocation Failure) [PSYoungGen: 1181K->455K(1536K)] 3521K->2795K(9728K), 0.0009519 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.652: [GC (Allocation Failure) [PSYoungGen: 1324K->315K(1536K)] 3664K->2654K(9728K), 0.0011607 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
0.654: [GC (Allocation Failure) [PSYoungGen: 1327K->173K(1536K)] 3667K->2513K(9728K), 0.0016941 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.656: [GC (Allocation Failure) [PSYoungGen: 1188K->458K(1536K)] 3527K->2797K(9728K), 0.0010433 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.658: [GC (Allocation Failure) [PSYoungGen: 1332K->316K(1536K)] 3671K->2656K(9728K), 0.0006854 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.659: [GC (Allocation Failure) [PSYoungGen: 1334K->174K(1536K)] 3674K->2514K(9728K), 0.0013240 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.660: [GC (Allocation Failure) [PSYoungGen: 1194K->460K(1536K)] 3534K->2800K(9728K), 0.0013379 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
0.662: [GC (Allocation Failure) [PSYoungGen: 1339K->318K(1536K)] 3678K->2658K(9728K), 0.0008311 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
0.663: [GC (Allocation Failure) [PSYoungGen: 1341K->175K(1536K)] 3681K->2515K(9728K), 0.0008628 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.664: [GC (Allocation Failure) [PSYoungGen: 913K->319K(1536K)] 3253K->2658K(9728K), 0.0011135 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.665: [GC (Allocation Failure) [PSYoungGen: 1202K->463K(1536K)] 3541K->2803K(9728K), 0.0007963 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.666: [GC (Allocation Failure) [PSYoungGen: 1347K->320K(1536K)] 3687K->2659K(9728K), 0.0013434 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
0.668: [GC (Allocation Failure) [PSYoungGen: 1205K->464K(1536K)] 3545K->2804K(9728K), 0.0008013 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.669: [GC (Allocation Failure) [PSYoungGen: 1352K->321K(1536K)] 3691K->2660K(9728K), 0.0016548 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.671: [GC (Allocation Failure) [PSYoungGen: 1209K->466K(1536K)] 3549K->2806K(9728K), 0.0008188 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.672: [GC (Allocation Failure) [PSYoungGen: 1356K->322K(1536K)] 3696K->2661K(9728K), 0.0007739 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
0.673: [GC (Allocation Failure) [PSYoungGen: 1213K->467K(1536K)] 3553K->2807K(9728K), 0.0002479 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.673: [GC (Allocation Failure) [PSYoungGen: 1360K->323K(1536K)] 3700K->2662K(9728K), 0.0002672 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.674: [GC (Allocation Failure) [PSYoungGen: 1217K->469K(1536K)] 3557K->2808K(9728K), 0.0002372 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.674: [GC (Allocation Failure) [PSYoungGen: 1365K->324K(1536K)] 3704K->2663K(9728K), 0.0002331 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.675: [GC (Allocation Failure) [PSYoungGen: 1221K->470K(1536K)] 3560K->2810K(9728K), 0.0009253 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.676: [GC (Allocation Failure) [PSYoungGen: 1369K->325K(1536K)] 3709K->2664K(9728K), 0.0013830 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.677: [GC (Allocation Failure) [PSYoungGen: 1225K->472K(1536K)] 3564K->2811K(9728K), 0.0014147 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.679: [GC (Allocation Failure) [PSYoungGen: 1373K->326K(1536K)] 3713K->2665K(9728K), 0.0015545 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
